time,reader,port,beam,epc,crc,rssi,session,target,power,field,zone,
8/11/15 10:21:25.469,192.168.225.67,1,3,3034031AEC32552D07A604F1,51F0,47,S0,A,270,3,1,
8/11/15 10:21:25.479,192.168.225.67,1,3,E280116060000205288FAAF6,EC2B,46,S0,A,270,3,1,
8/11/15 10:36:27.225,192.168.225.66,2,0,E280681000000039129592FA,B112,43,S0,A,270,3,1,
8/11/15 10:21:25.580,192.168.225.67,2,3,30342FFBC80EA62D07A454C3,7546,46,S0,A,270,3,1,
8/11/15 10:21:25.581,192.168.225.67,2,3,3034031AEC32552D07A604F1,51F0,46,S0,A,270,3,1,
8/11/15 10:21:25.599,192.168.225.67,2,3,E280116060000205288FAAF6,EC2B,43,S0,A,270,3,1,
8/11/15 10:21:25.620,192.168.225.67,1,3,30342FFBC80EA62D07A454C3,7546,45,S0,A,270,3,1,
8/11/15 10:21:25.629,192.168.225.67,1,3,E280116060000205288FAAF6,EC2B,46,S0,A,270,3,1,
8/11/15 10:21:26.020,192.168.225.67,2,3,30342FFBC80EA62D07A454C3,7546,45,S0,A,270,3,1,
8/11/15 10:21:26.030,192.168.225.67,2,3,3034031AEC32552D07A604F1,51F0,47,S0,A,270,3,1,
8/11/15 10:21:26.049,192.168.225.67,1,3,30342FFBC80EA62D07A454C3,7546,45,S0,A,270,3,1,
8/11/15 10:21:26.060,192.168.225.67,1,3,E280116060000205288FAAF6,EC2B,43,S0,A,270,3,1,
8/11/15 10:36:27.794,192.168.225.66,2,0,E280681000000039129592FA,B112,44,S0,A,270,3,1,
8/11/15 10:21:26.180,192.168.225.67,2,3,3034031AEC32552D07A604F1,51F0,48,S0,A,270,3,1,
8/11/15 10:21:26.210,192.168.225.67,1,3,E280116060000205288FAAF6,EC2B,43,S0,A,270,3,1,
8/11/15 10:21:26.219,192.168.225.67,1,3,30342FFBC80EA62D07A454C3,7546,43,S0,A,270,3,1,
8/11/15 10:21:26.220,192.168.225.67,1,3,3034031AEC32552D07A604F1,51F0,43,S0,A,270,3,1,
8/11/15 10:21:26.610,192.168.225.67,2,3,30342FFBC80EA62D07A454C3,7546,48,S0,A,270,3,1,
8/11/15 10:21:26.659,192.168.225.67,1,3,E280116060000205288FAAF6,EC2B,43,S0,A,270,3,1,
8/11/15 10:21:26.660,192.168.225.67,1,3,3034031AEC32552D07A604F1,51F0,43,S0,A,270,3,1,
8/11/15 10:21:26.759,192.168.225.67,2,3,30342FFBC80EA62D07A454C3,7546,48,S0,A,270,3,1,
8/11/15 10:21:26.760,192.168.225.67,2,3,E280116060000205288FAAF6,EC2B,43,S0,A,270,3,1,
8/11/15 10:21:26.770,192.168.225.67,2,3,3034031AEC32552D07A604F1,51F0,45,S0,A,270,3,1,
8/11/15 10:21:26.800,192.168.225.67,1,3,30342FFBC80EA62D07A454C3,7546,45,S0,A,270,3,1,
8/11/15 10:36:28.545,192.168.225.66,2,0,E280681000000039129592FA,B112,46,S0,A,270,3,1,
8/11/15 10:21:27.190,192.168.225.67,2,3,3034031AEC32552D07A604F1,51F0,49,S0,A,270,3,1,
8/11/15 10:36:28.874,192.168.225.66,1,3,3014025512745D8D15000012,234B,47,S0,A,270,2,1,
8/11/15 10:21:27.210,192.168.225.67,2,3,FFFF22222222222222220065,803B,42,S0,A,270,3,1,
8/11/15 10:21:27.240,192.168.225.67,1,3,E280116060000205288FAAF6,EC2B,45,S0,A,270,3,1,
8/11/15 10:21:27.241,192.168.225.67,1,3,FFFF22222222222222220037,FA8C,43,S0,A,270,3,1,
8/11/15 10:21:27.249,192.168.225.67,1,3,30342FFBC80EA62D07A454C3,7546,45,S0,A,270,3,1,
8/11/15 10:21:27.360,192.168.225.67,2,3,30342FFBC80EA62D07A454C3,7546,46,S0,A,270,3,1,
8/11/15 10:21:27.361,192.168.225.67,2,3,3034031AEC32552D07A604F1,51F0,46,S0,A,270,3,1,
8/11/15 10:21:27.370,192.168.225.67,2,3,3034031AEC32552D07A604F1,51F0,46,S0,A,270,3,1,
8/11/15 10:21:27.390,192.168.225.67,1,3,30342FFBC80EA62D07A454C3,7546,43,S0,A,270,3,1,
8/11/15 10:36:29.065,192.168.225.66,2,3,FFFF22222222222222220100,8F09,44,S0,A,270,2,1,
8/11/15 10:21:27.778,192.168.225.67,2,3,30342FFBC80EA62D07A454C3,7546,45,S0,A,270,3,1,
8/11/15 10:21:27.781,192.168.225.67,2,3,3034031AEC32552D07A604F1,51F0,46,S0,A,270,3,1,
8/11/15 10:21:27.820,192.168.225.67,1,3,30342FFBC80EA62D07A454C3,7546,49,S0,A,270,3,1,
8/11/15 10:21:27.829,192.168.225.67,1,3,E280116060000205288FAAF6,EC2B,46,S0,A,270,3,1,
8/11/15 10:21:27.839,192.168.225.67,1,3,3034031AEC32552D07A604F1,51F0,43,S0,A,270,3,1,
8/11/15 10:21:27.890,192.168.225.67,1,0,ABA1ABA1ABA1ABA1ABA10028,24BE,43,S0,A,270,2,1,
8/11/15 10:36:29.575,192.168.225.66,2,0,E280681000000039129592FA,B112,45,S0,A,270,3,1,
8/11/15 10:21:27.910,192.168.225.67,1,0,FFFF22222222222222220100,8F09,47,S0,A,270,2,1,
8/11/15 10:21:27.941,192.168.225.67,2,3,3034031AEC32552D07A604F1,51F0,46,S0,A,270,3,1,
8/11/15 10:21:27.981,192.168.225.67,1,3,3034031AEC32552D07A604F1,51F0,43,S0,A,270,3,1,
8/11/15 10:36:29.655,192.168.225.66,2,3,FFFF22222222222222220100,8F09,47,S0,A,270,2,1,
8/11/15 10:21:27.981,192.168.225.67,1,3,3034031AEC32552D07A604F1,51F0,43,S0,A,270,3,1,
8/11/15 10:36:29.725,192.168.225.66,2,0,E280681000000039129592FA,B112,45,S0,A,270,3,1,
8/11/15 10:21:28.390,192.168.225.67,2,3,30342FFBC80EA62D07A454C3,7546,48,S0,A,270,3,1,
8/11/15 10:36:30.064,192.168.225.66,1,3,3014025512745D8D15000012,234B,50,S0,A,270,2,1,
8/11/15 10:21:28.409,192.168.225.67,2,3,3034031AEC32552D07A604F1,51F0,48,S0,A,270,3,1,
8/11/15 10:36:30.104,192.168.225.66,2,3,FFFF22222222222222220100,8F09,54,S0,A,270,2,1,
8/11/15 10:21:28.440,192.168.225.67,1,3,E280116060000205288FAAF6,EC2B,43,S0,A,270,3,1,
8/11/15 10:21:28.441,192.168.225.67,1,3,3034031AEC32552D07A604F1,51F0,45,S0,A,270,3,1,
8/11/15 10:21:28.459,192.168.225.67,1,3,30342FFBC80EA62D07A454C3,7546,45,S0,A,270,3,1,
8/11/15 10:21:28.489,192.168.225.67,2,0,FFFF22222222222222220100,8F09,47,S0,A,270,2,1,
8/11/15 10:21:28.500,192.168.225.67,2,0,ABA1ABA1ABA1ABA1ABA10001,91F5,47,S0,A,270,2,1,
8/11/15 10:21:28.570,192.168.225.67,2,3,3034031AEC32552D07A604F1,51F0,43,S0,A,270,3,1,
8/11/15 10:21:28.570,192.168.225.67,2,3,30342FFBC80EA62D07A454C3,7546,48,S0,A,270,3,1,
8/11/15 10:21:28.610,192.168.225.67,1,3,30342FFBC80EA62D07A454C3,7546,45,S0,A,270,3,1,
8/11/15 10:36:30.284,192.168.225.66,2,3,FFFF22222222222222220100,8F09,56,S0,A,270,2,1,
8/11/15 10:21:28.649,192.168.225.67,2,0,FFFF22222222222222220100,8F09,50,S0,A,270,2,1,
8/11/15 10:21:28.659,192.168.225.67,2,0,ABA1ABA1ABA1ABA1ABA10001,91F5,45,S0,A,270,2,1,
8/11/15 10:21:28.680,192.168.225.67,1,0,ABA1ABA1ABA1ABA1ABA10028,24BE,43,S0,A,270,2,1,
8/11/15 10:21:29.010,192.168.225.67,2,3,3034031AEC32552D07A604F1,51F0,46,S0,A,270,3,1,
8/11/15 10:36:30.694,192.168.225.66,1,3,FFFF22222222222222220100,8F09,50,S0,A,270,2,1,
8/11/15 10:21:29.029,192.168.225.67,2,3,30342FFBC80EA62D07A454C3,7546,48,S0,A,270,3,1,
8/11/15 10:21:29.030,192.168.225.67,2,3,E280116060000205288FAAF6,EC2B,45,S0,A,270,3,1,
8/11/15 10:21:29.060,192.168.225.67,1,3,E280116060000205288FAAF6,EC2B,45,S0,A,270,3,1,
8/11/15 10:21:29.109,192.168.225.67,2,0,FFFF22222222222222220100,8F09,60,S0,A,270,2,1,
8/11/15 10:21:29.119,192.168.225.67,2,0,ABA1ABA1ABA1ABA1ABA10022,85F4,45,S0,A,270,2,1,
8/11/15 10:21:29.230,192.168.225.67,1,3,3034031AEC32552D07A604F1,51F0,43,S0,A,270,3,1,
8/11/15 10:36:30.904,192.168.225.66,2,3,FFFF22222222222222220100,8F09,58,S0,A,270,2,1,
8/11/15 10:36:30.915,192.168.225.66,2,3,FFFF22222222222222220100,8F09,58,S0,A,270,2,1,
8/11/15 10:21:29.280,192.168.225.67,2,0,FFFF22222222222222220100,8F09,58,S0,A,270,2,1,
8/11/15 10:21:29.310,192.168.225.67,1,0,FFFF22222222222222220100,8F09,60,S0,A,270,2,1,
8/11/15 10:36:31.301,192.168.225.66,1,3,FFFF22222222222222220100,8F09,58,S0,A,270,2,1,
8/11/15 10:21:29.630,192.168.225.67,2,3,30342FFBC80EA62D07A454C3,7546,49,S0,A,270,3,1,
8/11/15 10:36:31.334,192.168.225.66,2,3,FFFF22222222222222220100,8F09,61,S0,A,270,2,1,
8/11/15 10:21:29.670,192.168.225.67,1,3,3034031AEC32552D07A604F1,51F0,48,S0,A,270,3,1,
8/11/15 10:21:29.699,192.168.225.67,2,0,FFFF22222222222222220100,8F09,64,S0,A,270,2,1,
8/11/15 10:21:29.740,192.168.225.67,1,0,FFFF22222222222222220100,8F09,54,S0,A,270,2,1,
8/11/15 10:21:29.770,192.168.225.67,2,3,3034031AEC32552D07A604F1,51F0,46,S0,A,270,3,1,
8/11/15 10:21:29.779,192.168.225.67,2,3,FFFF22222222222222220100,8F09,54,S0,A,270,3,1,
8/11/15 10:36:31.454,192.168.225.66,1,3,FFFF22222222222222220100,8F09,59,S0,A,270,2,1,
8/11/15 10:21:29.810,192.168.225.67,1,3,FFFF22222222222222220100,8F09,56,S0,A,270,3,1,
8/11/15 10:36:31.484,192.168.225.66,2,3,FFFF22222222222222220100,8F09,58,S0,A,270,2,1,
8/11/15 10:21:29.850,192.168.225.67,2,0,FFFF22222222222222220100,8F09,63,S0,A,270,2,1,
8/11/15 10:36:31.524,192.168.225.66,1,0,FFFF22222222222222220100,8F09,43,S0,A,270,3,1,
8/11/15 10:36:31.565,192.168.225.66,2,0,FFFF22222222222222220100,8F09,56,S0,A,270,3,1,
8/11/15 10:36:31.565,192.168.225.66,2,0,E280681000000039129592FA,B112,44,S0,A,270,3,1,
8/11/15 10:21:30.210,192.168.225.67,2,3,30342FFBC80EA62D07A454C3,7546,47,S0,A,270,3,1,
8/11/15 10:21:30.211,192.168.225.67,2,3,3034031AEC32552D07A604F1,51F0,48,S0,A,270,3,1,
8/11/15 10:21:30.219,192.168.225.67,2,3,FFFF22222222222222220100,8F09,61,S0,A,270,3,1,
8/11/15 10:21:30.248,192.168.225.67,1,3,FFFF22222222222222220100,8F09,59,S0,A,270,3,1,
8/11/15 10:21:30.299,192.168.225.67,2,0,FFFF22222222222222220100,8F09,54,S0,A,270,2,1,
8/11/15 10:36:32.014,192.168.225.66,2,0,FFFF22222222222222220100,8F09,58,S0,A,270,3,1,
8/11/15 10:21:30.340,192.168.225.67,1,0,FFFF22222222222222220100,8F09,43,S0,A,270,2,1,
8/11/15 10:21:30.389,192.168.225.67,2,3,30342FFBC80EA62D07A454C3,7546,47,S0,A,270,3,1,
8/11/15 10:21:30.390,192.168.225.67,2,3,FFFF22222222222222220100,8F09,60,S0,A,270,3,1,
8/11/15 10:21:30.410,192.168.225.67,1,3,3034031AEC32552D07A604F1,51F0,45,S0,A,270,3,1,
8/11/15 10:21:30.420,192.168.225.67,1,3,E280116060000205288FAAF6,EC2B,43,S0,A,270,3,1,
8/11/15 10:36:32.134,192.168.225.66,1,0,FFFF22222222222222220100,8F09,49,S0,A,270,3,1,
8/11/15 10:36:32.174,192.168.225.66,2,0,FFFF22222222222222220100,8F09,61,S0,A,270,3,1,
8/11/15 10:21:30.809,192.168.225.67,2,3,3034031AEC32552D07A604F1,51F0,43,S0,A,270,3,1,
8/11/15 10:21:30.820,192.168.225.67,2,3,FFFF22222222222222220100,8F09,58,S0,A,270,3,1,
8/11/15 10:21:30.830,192.168.225.67,2,3,30342FFBC80EA62D07A454C3,7546,48,S0,A,270,3,1,
8/11/15 10:21:30.860,192.168.225.67,1,3,3034031AEC32552D07A604F1,51F0,47,S0,A,270,3,1,
8/11/15 10:21:30.870,192.168.225.67,1,3,FFFF22222222222222220100,8F09,53,S0,A,270,3,1,
8/11/15 10:21:30.871,192.168.225.67,1,3,E280116060000205288FAAF6,EC2B,48,S0,A,270,3,1,
8/11/15 10:21:30.910,192.168.225.67,2,0,ABA1ABA1ABA1ABA1ABA10028,24BE,43,S0,A,270,2,1,
8/11/15 10:36:32.594,192.168.225.66,1,0,FFFF22222222222222220100,8F09,46,S0,A,270,3,1,
8/11/15 10:36:32.625,192.168.225.66,2,0,FFFF22222222222222220100,8F09,47,S0,A,270,3,1,
8/11/15 10:21:30.989,192.168.225.67,2,3,FFFF22222222222222220100,8F09,59,S0,A,270,3,1,
8/11/15 10:21:30.999,192.168.225.67,2,3,3034031AEC32552D07A604F1,51F0,48,S0,A,270,3,1,
8/11/15 10:21:31.040,192.168.225.67,1,3,E280116060000205288FAAF6,EC2B,42,S0,A,270,3,1,
8/11/15 10:21:31.040,192.168.225.67,1,3,FFFF22222222222222220037,FA8C,46,S0,A,270,3,1,
8/11/15 10:21:31.041,192.168.225.67,1,3,FFFF22222222222222220100,8F09,47,S0,A,270,3,1,
8/11/15 10:21:31.050,192.168.225.67,1,3,3034031AEC32552D07A604F1,51F0,45,S0,A,270,3,1,
8/11/15 10:36:32.755,192.168.225.66,1,0,FFFF22222222222222220100,8F09,46,S0,A,270,3,1,
8/11/15 10:36:32.795,192.168.225.66,2,0,FFFF22222222222222220100,8F09,45,S0,A,270,3,1,
8/11/15 10:21:31.429,192.168.225.67,2,3,3034031AEC32552D07A604F1,51F0,45,S0,A,270,3,1,
8/11/15 10:21:31.469,192.168.225.67,1,3,FFFF22222222222222220100,8F09,45,S0,A,270,3,1,
8/11/15 10:21:31.520,192.168.225.67,2,0,ABA1ABA1ABA1ABA1ABA10001,91F5,45,S0,A,270,2,1,
8/11/15 10:21:31.550,192.168.225.67,1,0,ABA1ABA1ABA1ABA1ABA10015,C340,43,S0,A,270,2,1,
8/11/15 10:21:31.620,192.168.225.67,1,3,E280116060000205288FAAF6,EC2B,43,S0,A,270,3,1,
8/11/15 10:21:31.990,192.168.225.67,2,3,30342FFBC80EA62D07A454C3,7546,47,S0,A,270,3,1,
8/11/15 10:36:33.674,192.168.225.66,1,3,3014025512745D8D15000012,234B,53,S0,A,270,2,1,
8/11/15 10:21:32.089,192.168.225.67,1,0,ABA1ABA1ABA1ABA1ABA10015,C340,45,S0,A,270,2,1,
8/11/15 10:21:32.139,192.168.225.67,2,3,30342FFBC80EA62D07A454C3,7546,45,S0,A,270,3,1,
8/11/15 10:36:33.813,192.168.225.66,1,3,3014025512745D8D15000012,234B,52,S0,A,270,2,1,
8/11/15 10:21:32.140,192.168.225.67,2,3,E280116060000205288FAAF6,EC2B,43,S0,A,270,3,1,
8/11/15 10:21:32.150,192.168.225.67,2,3,3034031AEC32552D07A604F1,51F0,43,S0,A,270,3,1,
8/11/15 10:21:32.220,192.168.225.67,2,0,ABA1ABA1ABA1ABA1ABA10001,91F5,46,S0,A,270,2,1,
8/11/15 10:36:33.895,192.168.225.66,1,0,FFFF22222222222222220100,8F09,47,S0,A,270,3,1,
8/11/15 10:36:33.934,192.168.225.66,2,0,E280681000000039129592FA,B112,43,S0,A,270,3,1,
8/11/15 10:21:32.568,192.168.225.67,2,3,FFFF22222222222222220065,803B,43,S0,A,270,3,1,
8/11/15 10:36:34.243,192.168.225.66,1,3,300833B2DDD906C000000000,5A7E,47,S0,A,270,2,1,
8/11/15 10:21:32.580,192.168.225.67,2,3,30342FFBC80EA62D07A454C3,7546,42,S0,A,270,3,1,
8/11/15 10:21:32.580,192.168.225.67,2,3,3034031AEC32552D07A604F1,51F0,47,S0,A,270,3,1,
8/11/15 10:21:32.610,192.168.225.67,1,3,3034031AEC32552D07A604F1,51F0,46,S0,A,270,3,1,
8/11/15 10:21:32.620,192.168.225.67,1,3,30342FFBC80EA62D07A454C3,7546,43,S0,A,270,3,1,
8/11/15 10:21:32.690,192.168.225.67,1,0,ABA1ABA1ABA1ABA1ABA10015,C340,43,S0,A,270,2,1,
8/11/15 10:36:34.363,192.168.225.66,2,0,E280681000000039129592FA,B112,44,S0,A,270,3,1,
8/11/15 10:21:32.729,192.168.225.67,2,3,3034031AEC32552D07A604F1,51F0,48,S0,A,270,3,1,
8/11/15 10:21:32.740,192.168.225.67,2,3,E280116060000205288FAAF6,EC2B,42,S0,A,270,3,1,
8/11/15 10:21:32.739,192.168.225.67,2,3,FFFF22222222222222220065,803B,43,S0,A,270,3,1,
8/11/15 10:21:32.749,192.168.225.67,2,3,30342FFBC80EA62D07A454C3,7546,48,S0,A,270,3,1,
8/11/15 10:21:32.771,192.168.225.67,1,3,E280116060000205288FAAF6,EC2B,45,S0,A,270,3,1,
8/11/15 10:36:34.445,192.168.225.66,2,3,30342992AC548EB903238441,E01C,43,S0,A,270,2,1,
8/11/15 10:21:32.779,192.168.225.67,1,3,30342FFBC80EA62D07A454C3,7546,43,S0,A,270,3,1,
8/11/15 10:21:32.820,192.168.225.67,2,0,3034031AEC32552D07A604F1,51F0,42,S0,A,270,2,1,
8/11/15 10:21:32.821,192.168.225.67,2,0,ABA1ABA1ABA1ABA1ABA10022,85F4,45,S0,A,270,2,1,
8/11/15 10:21:32.830,192.168.225.67,2,0,ABA1ABA1ABA1ABA1ABA10016,F323,43,S0,A,270,2,1,
8/11/15 10:21:33.169,192.168.225.67,2,3,30342FFBC80EA62D07A454C3,7546,46,S0,A,270,3,1,
8/11/15 10:21:33.180,192.168.225.67,2,3,3034031AEC32552D07A604F1,51F0,45,S0,A,270,3,1,
8/11/15 10:21:33.209,192.168.225.67,1,3,E280116060000205288FAAF6,EC2B,47,S0,A,270,3,1,
8/11/15 10:21:33.220,192.168.225.67,1,3,3034031AEC32552D07A604F1,51F0,49,S0,A,270,3,1,
8/11/15 10:21:33.250,192.168.225.67,2,0,ABA1ABA1ABA1ABA1ABA10022,85F4,45,S0,A,270,2,1,
8/11/15 10:21:33.320,192.168.225.67,2,3,3034031AEC32552D07A604F1,51F0,45,S0,A,270,3,1,
8/11/15 10:36:35.003,192.168.225.66,1,3,3014025512745D8D15000012,234B,49,S0,A,270,2,1,
8/11/15 10:21:33.340,192.168.225.67,2,3,30342FFBC80EA62D07A454C3,7546,50,S0,A,270,3,1,
8/11/15 10:21:33.359,192.168.225.67,1,3,E280116060000205288FAAF6,EC2B,48,S0,A,270,3,1,
8/11/15 10:21:33.380,192.168.225.67,1,3,3034031AEC32552D07A604F1,51F0,48,S0,A,270,3,1,
8/11/15 10:21:33.750,192.168.225.67,2,3,3034031AEC32552D07A604F1,51F0,46,S0,A,270,3,1,
8/11/15 10:21:33.760,192.168.225.67,2,3,30342FFBC80EA62D07A454C3,7546,45,S0,A,270,3,1,
8/11/15 10:21:33.760,192.168.225.67,2,3,E280116060000205288FAAF6,EC2B,43,S0,A,270,3,1,
8/11/15 10:21:33.780,192.168.225.67,1,3,3034031AEC32552D07A604F1,51F0,45,S0,A,270,3,1,
8/11/15 10:21:33.789,192.168.225.67,1,3,E280116060000205288FAAF6,EC2B,46,S0,A,270,3,1,
8/11/15 10:36:35.545,192.168.225.66,2,0,E280681000000039129592FA,B112,43,S0,A,270,3,1,
8/11/15 10:21:33.910,192.168.225.67,2,3,E280116060000205288FAAF6,EC2B,43,S0,A,270,3,1,
8/11/15 10:21:33.911,192.168.225.67,2,3,FFFF22222222222222220065,803B,43,S0,A,270,3,1,
8/11/15 10:21:33.912,192.168.225.67,2,3,3034031AEC32552D07A604F1,51F0,49,S0,A,270,3,1,
8/11/15 10:21:33.920,192.168.225.67,2,3,30342FFBC80EA62D07A454C3,7546,47,S0,A,270,3,1,
8/11/15 10:21:33.960,192.168.225.67,1,3,E280116060000205288FAAF6,EC2B,46,S0,A,270,3,1,
